category,rating,label,text_
Smartdevices,5,OR,  The sturdy build quality  the amazing RGB lighting  the integration with the Logitech G software  the multimedia controls  the tactile response  the smooth typing experience  the general comfort of the palm rest and the aesthetic of it all is just perfect  This is a beautiful keyboard for people who like playing FPS RPG games on a semi pro level  and is very useful for people in the creative field  as you can customize macros and keys to function the way you want them to 
Smartdevices,5,OR,  And Yesssss  this is what  i was looking for  Perfect Keyboard  Worth every penny  Best part is you can control the keyboard light by using logitech software  You can easily download it from the official website of logitech Coming to the built quality I would say  Awesome  Believe me  when you touch the keyboard for the first time  You will easily get it  how is the built quality USB cable and wire  you will never find this kind of strong and good quality USB cable in other keyboard Well  this keyboard is not exactly mechanical keyboard  But feels like same Believe me this keyboard is 
Smartdevices,1,CG,  Damaged shipping box and wrong product    totally unsatisfied to see that cheating with me    incredible    
Smartdevices,5,OR,  it is my first gaming keyboard and i have to tell you that this thing is heavy for a keyboard  and it has a large chin which is good for resting your arm  it is awesome and currently i am typing this review using this keyboard  it has an option to turn off the backlight and also to turn off the gaming mode   which is great because if i feel like coding then i will switch off the gaming mode   and if my mood changes i can just press a button to go to game mode  and another button to turn on the backlight and continue to game  built quality is excellent   just go for it 
Smartdevices,4,CG,  i say it is great in terms of look but in terms of performance somewhere it lacks the precision and feedback this is a membrane keyboard so you can expect key sticking sometimes when not pressed in center and all that but overall great product  good for enthusiast gamers  not for pros 
Smartdevices,5,CG,   The keys feel so nice The response time is actually noticibly faster The LEDs could have been brighter  there should be more options for lighting settings on the Logitech Gaming Software  and the WASD keys should have separate lighting The palm rest is great
Smartdevices,5,OR,  Your browser does not support HTML  video   Competing against mechanical keyboards  value for money  RGB can be customized via itself Logitech RGB Controller Software  Full Size Keyboard Blue Button  Good Gaming Experience  Go for it 
Smartdevices,5,OR,  People who all want this keyboard for gaming can buy this  I had played many gaming like Fortnite and  v  LOL And this keyboard is perfect for these games  And you have to search for the software in internet fir changing the  RGB  They did not include the software link in Amazon Pros Comfortable KeysHard and sturdyIt is a water and dust resistence keyboard Media keys are included which is not include in many keyboardsCons The space bar is little bit inclined No deatachable arm rest 
Smartdevices,5,OR,  Your browser does not support HTML  video   Ammazing performance also i do like silent keyboards because mechanical one s make sound which the mic detects and it is herd in gamesWhere as this keyboard gives almost mechanical response fast and accurate with less noiceIn games like csgo it helps in gathering important intel and the keys are also durable and lifted wich i love the most overall amazing keyboard and due to its software it helps me to customise my color scheme
Smartdevices,5,OR,  Not being actually Mechanical but feels very close to mechanical with impressive feedback  actually better than cheap mechanical  Its a LOGITECH product  so durability is top notch with   years of warranty  unlike   year on others brands providing mechanical keys at this price  Built quality is feels cheap  but not the keys  Keys are buttery smooth with  mm of high travel  Typing experience is great  If you are searching for a overall good keyboard to last longer  its a great choice  But if you want a keyboard just for gaming  better to go for mechanical key at this price range 
Smartdevices,2,OR,  Well  the exterior build quality is good but the keyboard is basically unusable for me since some keys are unresponsive   delayed input  missed completely and sometimes multiple registers for single click  Very disappointed and since it is only   day return policy by amazon I need to contact Logitech and see if I can get a replacement  I should have fought this issue earlier but initially I thought I am not typing right since it is my first time using mechanical like keyboard Expect a better quality control considering high price 
Smartdevices,5,CG,  One of the better keyboards with RGB  The control software is a bit iffy but when it works  it works like a charm  Can create app specific profiles  The colour customisation is on a group Leven and not on per key basis
Smartdevices,1,CG,  I have used it for   years and sold it on olx outta sheer frustration  price is the issue here       rupees here  sometimes even       for that money you can get a compact    keyless design with better rgb illumination and better build quality not to mention far better aesthetics  it is like Logitech is charging for the brand name which is not really a huge brand in the first place 
Smartdevices,5,CG,  This keyboard is good for typing as well as gaming    It gives mechanical keyboard experience whereas the keyboard is membrane type though its very user friendly and helps in gaming as well  The sturdiness of the keyboard is very good as its built quality     And the cord is also durable and of premium quality 
Smartdevices,1,CG,  This keyboard looks amazing but after using the keyboard for  two days  keys became little tough and the next day keys are very hard to press  and also rgb keyboard brightness keeps on decreasing  The letters on keys went on fading  This is very disaapointing
Smartdevices,5,CG,  Absolutely love it  Setting up the lights with the software is amazing as it gives you so many options to choose from  Taps are really responsive and just the right amount of soft  The gaming mode button is of immense help for gaming purposes  of course 
Smartdevices,1,CG,  Writing the review after     years of Usage  Keyboard stops working  i have to change port   unplug and plug again  Light is on but keys stop responding  Tried many solutions but no  its very irritating  i have to keep changing ports until it starts working  Never expected this from Logitech
Smartdevices,4,OR,  Your browser does not support HTML  video   This keyboard is a great keyboard      It is a semi mechanical keyboard    I liked it very muchBut there was a Problem at start      it used to make beep sound through my speaker     But then I figure it out   If you are suffering from the same problem just plug the USB cable into another USB portThe RGB lights should be more intensive    it is sort of dim   but not bad
Smartdevices,5,CG,  Your browser does not support HTML  video   Awesome product  was packed well and arrived without any issues  Key placement and feedback is perfect  The lights do not distract and has the right amount of brightness by default 
Smartdevices,5,OR,  Beast in budget  Buttons r well lit in dark  More control via logitech gaming hub app  Its very sturdy  Can set light options and also sync to other Logitech products
Smartdevices,5,CG,  Awesome keyboard which is perfect for gaming Keys feels like mechanical keys and are very responsive RGB software is good for customization First recieved a defective product in which few keys were not working  Amazon gave the replacement in   days New replacement working flawlessly Good job amazon 
Smartdevices,5,CG,  I bought this with  logitech G    mouse   Chroma lighting in this price   quality of logitech is good  custom lighting feature give perfect match for any gaming setup and colour skim  Keys are properly placed customisation software is pretty easy to understand and easily match lighting with other chroma lighting products of Logitech 
Smartdevices,5,CG,  Love this keyboard so much  Its so bright and pretty I just wish you got more options on logitech gaming software like pick rhe lights for individual keys etc  But i guess paying  k for a keyboard is still not enough to get simole features like that  It does not matter too much tho since the keyboard is really pretty 
Smartdevices,4,CG,  Decent quality for the price  however you ll not get the satisfaction of the mechanical or cherry mx or brown keys  a bit heavy which is gud  build quality is gud all plastic  one thing irritates  it attracts skin oil on the keys so keep a rubbing alcohol or cleaner close by  also blacklighting is bright enough n you can customize thru pc 
Smartdevices,1,CG,  Very Bad Product in this price range   first i have notice the build quality is very very poor its cheap plastic material my     keyboard is better then this keyboard 
Smartdevices,4,CG,  Love this keyboard  I do not have much experience with gaming keyboards  but this one is great to use  The keys have great feedback Although there is one thing I hope was present  ability to specify a color using Ubuntu I had to install Windows to configure the color of the key light The best thing is definitely the ability to choose from millions of colors  Gives the keyboard a personal feel 
Smartdevices,3,OR,  it is a decent keyboard with color changing backlights on keys  can be fixed to single color or turned off   I was expecting this to improve typing speed   but the keys are too near to each other   does not feel comfortable and easy to type on 
Smartdevices,5,OR,  Typing is a pleasure on this keyboard  Makes less sound than a mechanical keyboard which is the primary reason I bought it  RGB colors are good but I do not use them 
Smartdevices,1,CG,  This keyboard does not have Romer G keys  its just a membrane keyboard  There is no proper description about the type of keys  I bought this thinking it has Romer G keys and it is non refundable  They only give you replacement 
Smartdevices,5,CG,  it is a moderately weighty and sturdy keyboard  made entirely of plastic  Software controlled rbg  the rgb works in sections and not individual keys  Moderately bright in a well lit room  I am a casual gamer and I did find a significant increase in response speed  Overall a good entry level rbg branded keyboard  I would rather go for a logitect rbg than a Chinese one 
Smartdevices,5,CG,  This is not mechanical but feels bery good to type  Very slick design  Nice lighting  Paired with Logitech mouse  looks awesome Overall very nice product  I feel like this is better than the mechanical keyboards available at this price point 
Smartdevices,4,CG,  The quality of the plastic is not equal to price   And it have only   lighting effects  But cosmic byte keyboard has   lighteffect in the price of       Then why I choose this
Smartdevices,5,OR,  Tactile feedback is sufficiently good  KB is slightly expensive but you get what you pay for  it feels heavy and made with good material compared to some cheaper brands  I have been using it for gaming and general usage for past   months not and have no issues whatsoever 
Smartdevices,5,OR,  Honestly  best purchase I have made on amazon  The lights were fantastic although could be brighter  The keys were extremely responsive and comfortable  It sort of felt like a mechanical  the bottom grip is perfect and so is the stand  the software is easy to use and provides lots of features  the wire was a nice size  was thick and braided  keys were sturdy  arm rest is nice  and is very satisfying to use  Great product for the price  went above and beyond my expectations 
Smartdevices,4,CG,  Excellent product  soft membrane feels like a mechanical keyboard without the click  Over priced though  that is the only reason for   stars  Should be priced at about    k
Smartdevices,5,OR,  Pros     Build quality is premium   RGB Lightning is well balanced across all the keys    Easily customize RGB using Logitech G Hub software  If you already have Logitech RGB Mouse then you can easily sync both the devices for same RGB Mode Cons    Little overpriced  Look out for discount    RGB Lightning s brightness is not controllable  Default lightning is not much bright anyway so it will not hurt your eyes Conclusion it is a Logitech hardware  It will not disappoint you  Just go for it    
Smartdevices,5,CG,  The product is totally as advertised   It has a nice clicky feel and the feedback is quite good   The RGB lighting is quite satisfying but can be a bit dull under well lit condition Only caveat is the profile set by Logitech software is not saved into the keyboard   You have to keep you Logitech software on to keep the profile 
Smartdevices,5,CG,  Its an awesome gaming keyboard with rgb lighting and has    function keys which can be functioned using logitech software   the lighting is good and the ergonomics is good with very smooth and buttery buttons and the cable is braided and very strong and the packing and delivery was good with amazon   
Smartdevices,5,CG,  This is a quality board for gaming that is better than some mechanical boards i have used  it is a membrane design with sliders to give feedback like a Mech board  The lighting can also be synced with your mouse if you have a Logitech mouse I have the G     and it looks pretty cool  The added palm rest is also appreciated for a long gaming session 
Smartdevices,5,OR,  Firstly I say very big thanks to  mysterydealz  twitter page  Where there were recommended to me this on big billion days and it came to me at just        only  that was very short period deal  because of that page i got it at very low priceVery big thanks to  mysterydealz 
Smartdevices,1,CG,  The product is all well and good  it is semi mechanical which is exactly what I wanted but with mechanical feel  The only thing I am highly disappointed at isThe Logitech g hub software The software is extremely buggy thus not letting you light up the keyboard I am fed up with the software and it is very very annoying 
Smartdevices,5,CG,  Build quality is pretty good  Nice clickable responsive buttons  wish it could feel like mechanical one but i am overall satisfied 
Smartdevices,4,CG,  Good response good quality and the wire is so good But for gaming its gives a little difference from normal keyboards   If you r a hardcore gamer and need a tactile and  ms response then go for the mechanical keyboards If you r a normal user then its really nice
Smartdevices,5,OR,  Absolutely awesome I know there are lot  cheap keyboard available with same features which may look better than this But trust me  it is not  It is far better than all of those When you use it with Logitech software  it enables you with customize lighting     programmable keyboard function  along with many features for specific games It had also palm rest pad No cons found by me till now  Must buy for gamer 
Smartdevices,5,CG,  I recommend going without palm rest or keyboard where we can detach it  apart from that rest everything is super good 
